C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_10_489.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_10_489.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_10_489.jpg, 0, 0, 0, 7.894626E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_10_594.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_10_594.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_10_594.jpg, 0, 0, 0, 7.828245E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_10_694.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_10_694.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_10_694.jpg, 0, 0, 0, 7.830121E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_10_799.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_10_799.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_10_799.jpg, 0, 0, 0, 7.875323E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_10_901.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_10_901.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_10_901.jpg, 0, 0, 0, 8.027805E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_11_002.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_11_002.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_11_002.jpg, 0, 0, 0, 7.8248E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_11_106.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_11_106.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_11_106.jpg, 0, 0, 0, 7.812566E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_11_210.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_11_210.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_11_210.jpg, 0, 0, 0, 7.845226E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_11_314.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_11_314.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_11_314.jpg, 0, 0, 0, 8.041374E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_11_419.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_11_419.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_11_419.jpg, 0, 0, 0, 8.007138E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_11_520.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_11_520.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_11_520.jpg, 0, 0, 0, 7.795478E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_11_625.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_11_625.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_11_625.jpg, 0, 0, 0, 7.931083E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_11_742.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_11_742.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_11_742.jpg, 0, 0, 0, 7.839433E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_11_855.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_11_855.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_11_855.jpg, 0, 0, 0, 7.820989E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_11_957.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_11_957.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_11_957.jpg, 0, 0, 0, 7.806029E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_12_058.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_12_058.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_12_058.jpg, 0, 0, 0, 7.796265E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_12_158.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_12_158.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_12_158.jpg, 0, 0, 0, 7.867153E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_12_261.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_12_261.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_12_261.jpg, 0, 0, 0, 7.878866E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_12_364.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_12_364.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_12_364.jpg, 0, 0, 0, 7.78113E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_12_466.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_12_466.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_12_466.jpg, 0, 0, 0, 7.889204E-05
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_12_569.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_12_569.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_12_569.jpg, 0, 0.2645985, 0, 0.2297219
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_12_673.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_12_673.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_12_673.jpg, 0, 0.5758609, 0, 0.730822
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_12_775.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_12_775.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_12_775.jpg, 0, 0.9255766, 0, 1.815671
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_12_880.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_12_880.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_12_880.jpg, 0, 1, 0, 2.970398
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_12_983.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_12_983.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_12_983.jpg, 0, 1, 0, 4.144179
C:\Users\bbest\Desktop\Data\IMG\center_2021_02_08_20_16_13_088.jpg, C:\Users\bbest\Desktop\Data\IMG\left_2021_02_08_20_16_13_088.jpg, C:\Users\bbest\Desktop\Data\IMG\right_2021_02_08_20_16_13_088.jpg, 0, 1, 0, 5.30852
